,subtype,bedroomCount,netHabitableSurface,fireplaceExists,terraceSurface,hasTerrace,hasGarden,gardenSurface,hasSwimmingPool,price,type,postalCode,locality,kitchen,condition,facadeCount,isFurnished
0,HOUSE,5.0,230.0,False,,,,,,299000.0,HOUSE,6840,Neufchateau,,,4.0,
1,HOUSE,4.0,,False,,True,,,False,200000.0,HOUSE,8600,Diksmuide,SEMI_EQUIPPED,TO_BE_DONE_UP,,
2,HOUSE,4.0,,False,,,,,,135000.0,HOUSE,4102,Seraing,,,,
3,HOUSE,2.0,,False,,,,,,110000.0,HOUSE,5060,Tamines,,,3.0,
4,HOUSE,3.0,,False,,True,,,,110000.0,HOUSE,3500,Hasselt,,,2.0,
5,HOUSE,3.0,133.0,False,1.0,True,True,1.0,False,269000.0,HOUSE,8800,Roeselare,INSTALLED,AS_NEW,2.0,
6,HOUSE,2.0,139.0,False,,,True,1.0,,125000.0,HOUSE,7390,Quaregnon,INSTALLED,,2.0,
7,MANSION,5.0,212.0,True,24.0,True,True,290.0,False,240000.0,HOUSE,4820,Dison,INSTALLED,JUST_RENOVATED,2.0,
8,VILLA,7.0,350.0,False,40.0,True,True,800.0,,438000.0,HOUSE,6110,Montigny-le-Tilleul,INSTALLED,,4.0,
9,TOWN_HOUSE,4.0,236.0,True,,,True,,,550000.0,HOUSE,2020,Antwerpen 2,SEMI_EQUIPPED,TO_BE_DONE_UP,2.0,
10,HOUSE,4.0,,False,,,True,,,395000.0,HOUSE,2650,Edegem,,TO_RENOVATE,3.0,
11,HOUSE,3.0,120.0,False,,,,,,310000.0,HOUSE,3500,Hasselt,,,3.0,
12,HOUSE,5.0,264.0,False,21.0,True,,,False,498000.0,HOUSE,1703,Dilbeek,,GOOD,3.0,
13,HOUSE,4.0,223.0,False,,,,,False,485000.0,HOUSE,1980,Eppegem,HYPER_EQUIPPED,GOOD,2.0,
14,HOUSE,3.0,137.0,False,,,,,,110000.0,HOUSE,7340,PÃturages,INSTALLED,,2.0,
15,HOUSE,3.0,120.0,False,4.0,True,True,,,295000.0,HOUSE,1470,Genappe,INSTALLED,TO_RENOVATE,3.0,
16,HOUSE,3.0,178.0,False,,True,True,,False,419000.0,HOUSE,8470,Gistel,HYPER_EQUIPPED,AS_NEW,,
17,BUNGALOW,2.0,81.0,False,,True,,,,240000.0,HOUSE,4180,COMBLAIN-FAIRON,,TO_BE_DONE_UP,4.0,
18,HOUSE,4.0,160.0,False,,True,,,False,419000.0,HOUSE,9900,Eeklo,,GOOD,3.0,
19,HOUSE,2.0,,False,,,,,,50000.0,HOUSE,5190,Onoz,INSTALLED,,,
20,HOUSE,3.0,,False,,,,,,245000.0,HOUSE,9980,Sint-Laureins,,TO_BE_DONE_UP,4.0,
21,HOUSE,2.0,,False,,,,,,185000.0,HOUSE,3930,Hamont-Achel,,TO_RENOVATE,3.0,
22,HOUSE,4.0,,False,8.0,True,True,4.0,False,595000.0,HOUSE,1030,Schaerbeek,,GOOD,,
23,HOUSE,3.0,147.0,False,,True,True,,,359000.0,HOUSE,8550,Zwevegem,SEMI_EQUIPPED,GOOD,4.0,
24,HOUSE,4.0,125.0,False,,,,,,165000.0,HOUSE,9400,Ninove,SEMI_EQUIPPED,TO_RENOVATE,2.0,
25,VILLA,5.0,,False,,,,,,220000.0,HOUSE,8560,Wevelgem,,,4.0,
26,HOUSE,3.0,,False,,,,,,160000.0,HOUSE,7973,Stambruges,,,2.0,
27,VILLA,3.0,128.0,False,,True,,,,229000.0,HOUSE,7330,Saint-Ghislain,SEMI_EQUIPPED,GOOD,4.0,
28,HOUSE,2.0,65.0,False,,,,,False,155000.0,HOUSE,4000,Liège,SEMI_EQUIPPED,JUST_RENOVATED,2.0,
29,HOUSE,4.0,129.0,False,,,,,,127000.0,HOUSE,3500,Hasselt,,TO_RENOVATE,,
30,HOUSE,3.0,,False,,,,,,160000.0,HOUSE,7973,Stambruges,,,2.0,
31,VILLA,3.0,128.0,False,,True,,,,229000.0,HOUSE,7330,Saint-Ghislain,SEMI_EQUIPPED,GOOD,4.0,
32,HOUSE,2.0,65.0,False,,,,,False,155000.0,HOUSE,4000,Liège,SEMI_EQUIPPED,JUST_RENOVATED,2.0,
33,HOUSE,4.0,129.0,False,,,,,,127000.0,HOUSE,3500,Hasselt,,TO_RENOVATE,,
34,HOUSE,3.0,,False,,,,,,70000.0,HOUSE,3800,Sint-Truiden,,,2.0,
35,HOUSE,4.0,90.0,False,,,,,,220000.0,HOUSE,4728,Hergenrath,,GOOD,3.0,
36,HOUSE,3.0,,False,,,,,,80000.0,HOUSE,5060,Auvelais,INSTALLED,,,
37,HOUSE,3.0,107.0,False,,,,,,190000.0,HOUSE,3723,Kortessem,,,3.0,
38,HOUSE,7.0,252.0,False,15.0,True,True,780.0,False,375000.0,HOUSE,6997,EREZ©E,INSTALLED,AS_NEW,3.0,
39,MIXED_USE_BUILDING,4.0,310.0,False,,,,,,695000.0,HOUSE,2060,Antwerp,,JUST_RENOVATED,2.0,
40,VILLA,3.0,201.0,False,,True,True,,False,541000.0,HOUSE,8750,Wingene,HYPER_EQUIPPED,AS_NEW,,
41,HOUSE,1.0,238.0,False,,,,,,220000.0,HOUSE,3600,Genk,,,3.0,
42,HOUSE,1.0,177.0,False,,,,,,450000.0,HOUSE,1500,Halle,INSTALLED,,,
43,HOUSE,4.0,,False,,True,,,,500000.0,HOUSE,1130,Bruxelles,INSTALLED,,,
44,HOUSE,3.0,108.0,False,,True,,,False,209900.0,HOUSE,3500,Hasselt,,TO_RENOVATE,2.0,
45,HOUSE,3.0,163.0,False,,True,,,False,275000.0,HOUSE,6640,Vaux-sur-Sûre,,,3.0,
46,HOUSE,3.0,131.0,False,14.0,True,True,72.0,False,269000.0,HOUSE,4860,Wegnez,INSTALLED,GOOD,2.0,
47,HOUSE,3.0,,False,,,True,42.0,,179000.0,HOUSE,4100,Seraing,,,3.0,
48,HOUSE,2.0,126.0,False,,True,True,30.0,False,225000.0,HOUSE,9880,Aalter,SEMI_EQUIPPED,JUST_RENOVATED,3.0,
49,HOUSE,2.0,,False,,True,,,,149000.0,HOUSE,4130,Tilff,,,3.0,
50,HOUSE,2.0,,False,25.0,True,True,25.0,,200000.0,HOUSE,6600,Bastogne,INSTALLED,GOOD,,
51,HOUSE,4.0,173.0,False,,True,,,,345000.0,HOUSE,9200,Dendermonde,,AS_NEW,3.0,
52,HOUSE,5.0,260.0,False,20.0,True,True,100.0,False,449000.0,HOUSE,3300,Tienen,HYPER_EQUIPPED,,2.0,
53,HOUSE,2.0,150.0,False,,True,,,,399000.0,HOUSE,5000,Namur,USA_HYPER_EQUIPPED,AS_NEW,4.0,
54,VILLA,3.0,299.0,False,35.0,True,True,386.0,False,530000.0,HOUSE,7700,Mouscron,INSTALLED,AS_NEW,4.0,
55,HOUSE,4.0,470.0,False,48.0,True,True,2000.0,True,685000.0,HOUSE,7711,Dottignies,HYPER_EQUIPPED,GOOD,4.0,
56,HOUSE,5.0,600.0,False,,True,,,False,900000.0,HOUSE,7782,Comines-Warneton Ploegsteert,HYPER_EQUIPPED,,4.0,
57,VILLA,4.0,270.0,False,50.0,True,True,1500.0,True,1150000.0,HOUSE,7700,Mouscron,HYPER_EQUIPPED,AS_NEW,4.0,
58,VILLA,5.0,590.0,False,,True,,,False,745000.0,HOUSE,7700,Mouscron,INSTALLED,AS_NEW,4.0,
59,HOUSE,8.0,430.0,False,,True,,,False,1495000.0,HOUSE,7712,Mouscron Herseaux,HYPER_EQUIPPED,AS_NEW,4.0,
60,VILLA,3.0,,False,,,True,400.0,,599000.0,HOUSE,2930,Brasschaat,HYPER_EQUIPPED,AS_NEW,4.0,
61,VILLA,3.0,236.0,False,,True,,,,415000.0,HOUSE,9506,Smeerebbe-Vloerzegem,USA_HYPER_EQUIPPED,GOOD,4.0,
62,HOUSE,2.0,137.0,False,,True,,,,315000.0,HOUSE,9400,Ninove,USA_INSTALLED,GOOD,3.0,
63,MIXED_USE_BUILDING,4.0,,False,39.0,True,True,240.0,,899000.0,HOUSE,2540,Hove,HYPER_EQUIPPED,AS_NEW,3.0,
64,HOUSE,4.0,182.0,False,30.0,True,,,,331400.0,HOUSE,4620,Fléron,,,4.0,
65,HOUSE,4.0,211.0,False,,True,True,380.0,,479000.0,HOUSE,2360,Oud-Turnhout,INSTALLED,AS_NEW,3.0,
66,HOUSE,3.0,108.0,False,35.0,True,,,,184000.0,HOUSE,7860,Lessines,INSTALLED,JUST_RENOVATED,2.0,
67,HOUSE,2.0,120.0,False,,,,,,115000.0,HOUSE,7331,Baudour,,GOOD,2.0,
68,VILLA,4.0,282.0,False,66.0,True,True,2000.0,False,750000.0,HOUSE,9120,Beveren,INSTALLED,GOOD,4.0,
69,TOWN_HOUSE,3.0,160.0,False,19.0,True,True,100.0,False,560000.0,HOUSE,1170,Watermael-Boitsfort,NOT_INSTALLED,TO_RENOVATE,3.0,
70,HOUSE,3.0,,False,,True,True,,False,349000.0,HOUSE,3620,Veldwezelt,,AS_NEW,,
71,HOUSE,4.0,161.0,False,,,,,False,410000.0,HOUSE,2520,Broechem,INSTALLED,AS_NEW,,
72,HOUSE,6.0,304.0,False,,,True,,False,619000.0,HOUSE,2520,Ranst,,,,
73,HOUSE,3.0,166.0,False,,,True,,False,215000.0,HOUSE,2400,Mol,,TO_BE_DONE_UP,,
74,HOUSE,5.0,242.0,True,,True,True,,,510000.0,HOUSE,9270,Laarne,INSTALLED,AS_NEW,3.0,
75,VILLA,4.0,326.0,False,,,True,900.0,,635000.0,HOUSE,2310,Rijkevorsel,,,4.0,
76,VILLA,4.0,165.0,False,,True,True,751.0,,599900.0,HOUSE,2180,Ekeren,,,4.0,
77,MANSION,8.0,411.0,False,,True,,,,729000.0,HOUSE,1030,Schaerbeek,,GOOD,2.0,
78,TOWN_HOUSE,4.0,,False,,True,,,,1595000.0,HOUSE,8300,Knokke-Heist,USA_HYPER_EQUIPPED,AS_NEW,2.0,
79,EXCEPTIONAL_PROPERTY,4.0,261.0,False,,,,,,1795000.0,HOUSE,8300,Knokke-Heist,,TO_RENOVATE,4.0,
80,HOUSE,2.0,170.0,False,,True,,,,290000.0,HOUSE,1730,Asse,INSTALLED,GOOD,4.0,
81,HOUSE,4.0,160.0,False,,True,,,,449000.0,HOUSE,1731,Asse Zellik,SEMI_EQUIPPED,GOOD,2.0,
82,HOUSE,4.0,325.0,False,,,,,,599000.0,HOUSE,1570,Galmaarden,USA_HYPER_EQUIPPED,GOOD,4.0,
83,APARTMENT_BLOCK,4.0,200.0,False,,,,,,248000.0,HOUSE,4850,Plombières,,,3.0,
84,HOUSE,3.0,140.0,False,,,,,,355000.0,HOUSE,1702,Dilbeek,USA_INSTALLED,JUST_RENOVATED,3.0,
85,HOUSE,4.0,200.0,False,,True,,,,379000.0,HOUSE,2440,Geel,,,4.0,
86,HOUSE,2.0,170.0,False,,,,,,229000.0,HOUSE,3580,Beringen,,,3.0,
87,HOUSE,2.0,106.0,False,6.0,True,,,,395000.0,HOUSE,2000,Antwerp,HYPER_EQUIPPED,GOOD,2.0,
88,MIXED_USE_BUILDING,3.0,160.0,False,,,True,110.0,False,369000.0,HOUSE,2560,Nijlen,SEMI_EQUIPPED,TO_RENOVATE,4.0,
89,HOUSE,2.0,107.0,False,,,True,,False,219000.0,HOUSE,1600,Sint-Pieters-Leeuw,INSTALLED,TO_RENOVATE,,
90,HOUSE,3.0,93.0,False,,,,,False,275000.0,HOUSE,6997,Erezée,SEMI_EQUIPPED,GOOD,,
91,APARTMENT_GROUP,,,False,,,,,,,APARTMENT_GROUP,6900,Marche-en-Famenne,,,,
92,HOUSE,3.0,93.0,False,,,,,False,275000.0,HOUSE,6940,Durbuy,SEMI_EQUIPPED,GOOD,,
93,HOUSE,3.0,139.0,False,,True,True,,False,399000.0,HOUSE,3010,Kessel-Lo,,TO_BE_DONE_UP,,
94,VILLA,5.0,299.0,False,,,True,,False,639000.0,HOUSE,2390,Malle,INSTALLED,,,
95,VILLA,6.0,,False,,True,True,,False,725000.0,HOUSE,8670,Oostduinkerke,,TO_RENOVATE,,
96,HOUSE,3.0,,False,,True,,,False,341177.0,HOUSE,8800,Roeselare,,,,
97,HOUSE,4.0,,False,,True,,,False,358541.0,HOUSE,8800,Roeselare,,,,
98,HOUSE,3.0,187.0,False,,True,True,1298.0,False,349000.0,HOUSE,9400,Ninove,HYPER_EQUIPPED,GOOD,3.0,
99,HOUSE,3.0,170.0,False,,True,True,350.0,,295000.0,HOUSE,1790,Affligem,HYPER_EQUIPPED,TO_BE_DONE_UP,3.0,
100,HOUSE,3.0,126.0,False,,True,True,1005.0,False,295000.0,HOUSE,9500,Geraardsbergen,INSTALLED,TO_BE_DONE_UP,4.0,
101,HOUSE,4.0,200.0,False,,True,,,,325000.0,HOUSE,9470,Denderleeuw,INSTALLED,AS_NEW,2.0,
102,HOUSE,2.0,96.0,False,30.0,True,True,556.0,True,238000.0,HOUSE,5001,Namur,HYPER_EQUIPPED,GOOD,3.0,
103,HOUSE,3.0,120.0,False,,True,,,,165000.0,HOUSE,3400,Landen,INSTALLED,,3.0,
104,HOUSE,3.0,324.0,False,,,,,,575000.0,HOUSE,1640,Sint-Genesius-Rode,,,3.0,
105,MIXED_USE_BUILDING,3.0,324.0,False,,,,,,575000.0,HOUSE,1640,Sint-Genesius-Rode,,,,
106,VILLA,4.0,,False,,True,,,,685000.0,HOUSE,8500,Kortrijk,INSTALLED,AS_NEW,4.0,
107,HOUSE,3.0,,False,,True,,,False,97000.0,HOUSE,7340,Colfontaine,NOT_INSTALLED,TO_RENOVATE,2.0,
108,HOUSE,4.0,160.0,False,15.0,True,True,380.0,False,350000.0,HOUSE,1300,Wavre,SEMI_EQUIPPED,TO_BE_DONE_UP,3.0,
109,HOUSE,2.0,86.0,False,8.0,True,True,38.0,False,95000.0,HOUSE,8930,Menen,,,,
110,HOUSE,3.0,160.0,False,,,True,360.0,False,153000.0,HOUSE,8930,Menen,,,,
111,VILLA,3.0,190.0,False,,True,True,,False,550000.0,HOUSE,9700,Eine,,,,
112,VILLA,5.0,244.0,False,,True,,,False,385000.0,HOUSE,8200,Sint-Michiels,,,,
113,HOUSE,5.0,233.0,False,,True,True,4000.0,True,635000.0,HOUSE,7540,Kain,INSTALLED,GOOD,4.0,
114,VILLA,4.0,331.0,False,,True,True,3500.0,False,675000.0,HOUSE,7600,Péruwelz,INSTALLED,AS_NEW,4.0,
115,MANSION,6.0,767.0,False,,True,True,250.0,False,700000.0,HOUSE,7500,Tournai,,TO_RENOVATE,2.0,
116,MANSION,6.0,638.0,False,18.0,True,True,350.0,True,745000.0,HOUSE,7500,Tournai,INSTALLED,AS_NEW,2.0,
117,HOUSE,5.0,207.0,False,,True,,,False,750000.0,HOUSE,7322,Bernissart Pommeroeul,INSTALLED,AS_NEW,4.0,
118,VILLA,5.0,469.0,False,,True,True,1500.0,True,790000.0,HOUSE,7500,Tournai,HYPER_EQUIPPED,GOOD,4.0,
119,FARMHOUSE,3.0,800.0,False,,True,,,True,1050000.0,HOUSE,7520,Tournai Templeuve,,GOOD,4.0,
120,COUNTRY_COTTAGE,7.0,550.0,False,,True,,,False,1150000.0,HOUSE,7740,Pecq,INSTALLED,AS_NEW,4.0,
121,EXCEPTIONAL_PROPERTY,12.0,1186.0,False,,True,True,1000.0,False,1200000.0,HOUSE,7500,Tournai,INSTALLED,TO_BE_DONE_UP,2.0,
122,APARTMENT_GROUP,,,False,,,,,,,APARTMENT_GROUP,7900,Leuze-En-Hainaut,,,,
123,CASTLE,5.0,691.0,False,,True,True,18000.0,True,1495000.0,HOUSE,7543,Tournai Mourcourt,INSTALLED,AS_NEW,4.0,
124,CASTLE,6.0,484.0,False,,True,,,,1750000.0,HOUSE,7500,Tournai,INSTALLED,GOOD,4.0,
125,VILLA,4.0,536.0,False,,True,True,5000.0,True,2400000.0,HOUSE,7322,Bernissart,HYPER_EQUIPPED,AS_NEW,4.0,
126,HOUSE,4.0,250.0,False,,True,True,100.0,False,395000.0,HOUSE,7500,Tournai,INSTALLED,GOOD,2.0,
127,HOUSE,4.0,196.0,False,,True,,,False,420000.0,HOUSE,7538,Tournai Vezon,INSTALLED,GOOD,4.0,
128,HOUSE,3.0,135.0,False,,,True,28.0,,139000.0,HOUSE,6030,Goutroux,,TO_BE_DONE_UP,2.0,
129,HOUSE,3.0,240.0,False,,True,,,,419000.0,HOUSE,1850,Grimbergen,SEMI_EQUIPPED,TO_RENOVATE,3.0,
130,APARTMENT_BLOCK,5.0,300.0,False,,,,,,615000.0,HOUSE,1030,Schaerbeek,,GOOD,2.0,
131,HOUSE,2.0,129.0,False,17.0,True,True,182.0,,85000.0,HOUSE,7300,Boussu,,GOOD,3.0,
132,VILLA,4.0,164.0,False,12.0,True,True,604.0,False,339000.0,HOUSE,6110,Montigny-le-Tilleul,SEMI_EQUIPPED,GOOD,4.0,
133,APARTMENT_BLOCK,11.0,407.0,False,,,,,False,649900.0,HOUSE,6041,Charleroi Gosselies,INSTALLED,GOOD,2.0,
134,MANSION,5.0,266.0,False,15.0,True,True,1040.0,False,299900.0,HOUSE,6180,Courcelles,INSTALLED,GOOD,4.0,
135,VILLA,4.0,191.0,False,,True,True,300.0,False,419000.0,HOUSE,7712,Mouscron Herseaux,INSTALLED,AS_NEW,4.0,
136,HOUSE,3.0,,False,,True,,,,375000.0,HOUSE,7700,Mouscron,,GOOD,4.0,
137,HOUSE,4.0,,False,,True,,,False,195000.0,HOUSE,5570,BARONVILLE,NOT_INSTALLED,TO_BE_DONE_UP,3.0,
138,HOUSE,4.0,301.0,False,31.0,True,True,946.0,True,650000.0,HOUSE,4458,Fexhe-Slins,INSTALLED,GOOD,4.0,
139,HOUSE,3.0,138.0,False,50.0,True,,,False,159000.0,HOUSE,6040,Jumet,INSTALLED,GOOD,3.0,
140,HOUSE,4.0,140.0,False,,,,,False,185000.0,HOUSE,7110,La Louvière Houdeng-Aimeries,SEMI_EQUIPPED,GOOD,3.0,
141,HOUSE,2.0,91.0,False,10.0,True,True,20.0,False,125000.0,HOUSE,7700,Mouscron,NOT_INSTALLED,TO_RENOVATE,2.0,
142,FARMHOUSE,3.0,160.0,False,,True,,,False,419000.0,HOUSE,7730,Saint-Léger,INSTALLED,GOOD,4.0,
143,HOUSE,4.0,147.0,False,,,True,45.0,,365000.0,HOUSE,2180,Ekeren,HYPER_EQUIPPED,GOOD,2.0,
144,HOUSE,6.0,384.0,False,,True,,,False,2275000.0,HOUSE,8300,Knokke-Heist,HYPER_EQUIPPED,AS_NEW,4.0,
145,HOUSE,3.0,,False,,True,,,,425000.0,HOUSE,2650,Edegem,,GOOD,3.0,
146,HOUSE,4.0,165.0,False,6.0,True,,,,395000.0,HOUSE,1650,Beersel,,GOOD,2.0,
147,HOUSE,3.0,133.0,True,25.0,True,True,166.0,False,339000.0,HOUSE,3500,Hasselt,INSTALLED,GOOD,,
148,APARTMENT_BLOCK,7.0,363.0,False,12.0,True,True,85.0,False,1295000.0,HOUSE,1000,Bruxelles,INSTALLED,TO_BE_DONE_UP,2.0,
149,COUNTRY_COTTAGE,3.0,386.0,False,18.0,True,,,False,525000.0,HOUSE,1600,Sint-Pieters-Leeuw,SEMI_EQUIPPED,TO_BE_DONE_UP,,
150,COUNTRY_COTTAGE,3.0,386.0,False,18.0,True,,,False,525000.0,HOUSE,1600,Sint-Pieters-Leeuw,SEMI_EQUIPPED,TO_BE_DONE_UP,,
151,HOUSE,3.0,110.0,False,12.0,True,True,120.0,False,417000.0,HOUSE,2070,Zwijndrecht,HYPER_EQUIPPED,AS_NEW,3.0,
152,HOUSE,3.0,246.0,False,,True,,,,329000.0,HOUSE,9310,Aalst Herdersem,INSTALLED,GOOD,2.0,
153,HOUSE,3.0,110.0,False,,,,,,259000.0,HOUSE,9300,Aalst,INSTALLED,,3.0,
154,HOUSE,2.0,120.0,False,,True,,,,229000.0,HOUSE,5651,BERZÉE,SEMI_EQUIPPED,GOOD,3.0,
155,HOUSE,2.0,216.0,False,25.0,True,True,145.0,,489000.0,HOUSE,1800,Vilvoorde Peutie,USA_HYPER_EQUIPPED,AS_NEW,2.0,
156,HOUSE,3.0,148.0,False,,True,True,560.0,,470000.0,HOUSE,1861,Meise,HYPER_EQUIPPED,GOOD,4.0,
157,VILLA,4.0,253.0,False,22.0,True,,,True,749500.0,HOUSE,9220,Hamme,USA_HYPER_EQUIPPED,AS_NEW,4.0,
158,HOUSE,4.0,,False,,True,True,660.0,,215000.0,HOUSE,7620,Brunehaut Wez-Velvain,NOT_INSTALLED,GOOD,3.0,
159,HOUSE,3.0,74.0,False,16.0,True,,,,149000.0,HOUSE,4400,Flemalle,INSTALLED,GOOD,4.0,
160,EXCEPTIONAL_PROPERTY,4.0,317.0,False,,True,,,,895000.0,HOUSE,9220,Hamme,,GOOD,3.0,
161,HOUSE,3.0,166.0,False,,True,,,False,299000.0,HOUSE,3670,Meeuwen-Gruitrode,,AS_NEW,3.0,
162,HOUSE,3.0,166.0,False,,True,,,,297000.0,HOUSE,3670,Meeuwen-Gruitrode,,AS_NEW,3.0,
163,VILLA,4.0,240.0,False,,True,True,270.0,,425000.0,HOUSE,7060,Soignies,HYPER_EQUIPPED,AS_NEW,4.0,
164,HOUSE,3.0,142.0,False,,True,,,,546000.0,HOUSE,8310,Brugge,,TO_RENOVATE,4.0,
165,VILLA,3.0,370.0,True,,,True,,False,1150000.0,HOUSE,9830,Sint-Martens-Latem,,AS_NEW,,
166,HOUSE,3.0,,False,,,,,False,513186.0,HOUSE,9255,Buggenhout,,,,
167,HOUSE,3.0,258.0,False,,,True,,False,654338.0,HOUSE,9990,Maldegem,HYPER_EQUIPPED,,,
168,HOUSE,3.0,180.0,False,,,,,False,527606.0,HOUSE,9160,Lokeren,HYPER_EQUIPPED,,,
169,HOUSE,3.0,215.0,False,,,,,False,672156.0,HOUSE,8790,Waregem,HYPER_EQUIPPED,,,
170,HOUSE,4.0,214.0,False,,,,,False,598102.0,HOUSE,9810,Eke,HYPER_EQUIPPED,,,
171,HOUSE,3.0,,False,,,,,False,574206.0,HOUSE,9860,Oosterzele,,,,
172,HOUSE,3.0,,False,,,True,,False,493505.0,HOUSE,9570,Lierde,,,,
173,HOUSE,3.0,,False,,,,,False,592659.0,HOUSE,1740,Ternat,,,,
174,HOUSE,3.0,200.0,False,,,,,False,625447.0,HOUSE,1740,Ternat,HYPER_EQUIPPED,,,
175,VILLA,4.0,265.0,False,,,,,False,499000.0,HOUSE,9300,Aalst,INSTALLED,,,
176,HOUSE,4.0,208.0,False,,True,,,False,565500.0,HOUSE,9070,Destelbergen,,JUST_RENOVATED,,
177,HOUSE,3.0,128.0,False,,True,True,,False,399000.0,HOUSE,9040,Sint-Amandsberg,INSTALLED,GOOD,,
178,HOUSE,5.0,169.0,False,,True,,,False,259000.0,HOUSE,8850,Ardooie,,AS_NEW,,
179,HOUSE,1.0,55.0,False,,,True,60.0,False,120000.0,HOUSE,6042,Charleroi,SEMI_EQUIPPED,GOOD,2.0,
180,HOUSE,2.0,,False,,True,,,,275000.0,HOUSE,1730,Asse,USA_INSTALLED,,4.0,
181,HOUSE,3.0,172.0,False,,,True,250.0,,435000.0,HOUSE,9420,Erpe-Mere,HYPER_EQUIPPED,AS_NEW,3.0,
182,APARTMENT_BLOCK,3.0,375.0,False,,,,,False,1049000.0,HOUSE,1150,Woluwe-Saint-Pierre,NOT_INSTALLED,GOOD,3.0,
183,BUNGALOW,2.0,121.0,False,25.0,True,,,,220000.0,HOUSE,4920,Aywaille Ernonheid,USA_INSTALLED,TO_RENOVATE,4.0,
184,HOUSE,3.0,,False,,True,,,,245000.0,HOUSE,8902,Ieper,USA_HYPER_EQUIPPED,GOOD,3.0,
185,VILLA,4.0,710.0,False,,True,,,,1550000.0,HOUSE,2382,Ravels Poppel,,,4.0,
186,HOUSE,3.0,150.0,False,,True,True,2880.0,False,395000.0,HOUSE,1390,Grez-Doiceau,NOT_INSTALLED,TO_RENOVATE,4.0,
187,VILLA,4.0,254.0,False,,,,,False,615000.0,HOUSE,8434,Westende,HYPER_EQUIPPED,,,
188,HOUSE,3.0,160.0,False,,,,,,475329.0,HOUSE,1600,Sint-Pieters-Leeuw,,,3.0,
189,HOUSE,5.0,290.0,False,,,True,3200.0,False,484000.0,HOUSE,4000,Liège Rocourt,INSTALLED,GOOD,4.0,
190,HOUSE,6.0,350.0,False,,True,,,True,990000.0,HOUSE,4300,Waremme,INSTALLED,GOOD,4.0,
191,MANSION,4.0,192.0,False,,,,,False,379000.0,HOUSE,2018,Antwerp,,,,
192,MIXED_USE_BUILDING,4.0,310.0,False,,,,,,765000.0,HOUSE,2060,Antwerp,USA_HYPER_EQUIPPED,AS_NEW,2.0,
193,HOUSE,3.0,161.0,False,16.0,True,,,,250000.0,HOUSE,9340,Lede,,AS_NEW,3.0,
194,APARTMENT_BLOCK,3.0,189.0,False,25.0,True,True,60.0,False,265000.0,HOUSE,4100,Seraing,,TO_BE_DONE_UP,2.0,
195,HOUSE,5.0,340.0,False,,True,,,,710000.0,HOUSE,2350,Vosselaar,HYPER_EQUIPPED,AS_NEW,4.0,
196,HOUSE,2.0,90.0,False,,True,,,,195000.0,HOUSE,2960,Brecht,,GOOD,3.0,
197,HOUSE,2.0,90.0,False,,True,,,,195000.0,HOUSE,2960,Brecht,,GOOD,2.0,
198,MANSION,2.0,206.0,False,10.0,True,,,,289000.0,HOUSE,2300,Turnhout,INSTALLED,TO_BE_DONE_UP,2.0,
199,EXCEPTIONAL_PROPERTY,3.0,219.0,False,,,True,,False,299000.0,HOUSE,9800,Deinze,,AS_NEW,,
200,HOUSE,3.0,107.0,False,,True,,,,289000.0,HOUSE,1501,Buizingen,SEMI_EQUIPPED,TO_BE_DONE_UP,3.0,
201,COUNTRY_COTTAGE,4.0,850.0,False,,,True,,False,695000.0,HOUSE,8600,Diksmuide,,TO_RENOVATE,,
202,HOUSE,2.0,72.0,False,,,,,False,175000.0,HOUSE,9200,Sint-Gillis-Dendermonde,,GOOD,,
203,HOUSE,3.0,81.0,False,,True,,,False,175000.0,HOUSE,8800,Roeselare,,TO_BE_DONE_UP,,
204,HOUSE,3.0,160.0,False,,,,,False,395000.0,HOUSE,8200,Sint-Andries,INSTALLED,AS_NEW,,
205,HOUSE,3.0,,False,,,,,False,449500.0,HOUSE,8200,Sint-Andries,,,,
206,HOUSE,4.0,,False,,,True,,False,119000.0,HOUSE,8500,Kortrijk,,TO_RENOVATE,,
207,APARTMENT_BLOCK,5.0,267.0,False,,,True,,False,375000.0,HOUSE,8560,Gullegem,,GOOD,,
208,BUNGALOW,3.0,130.0,False,,,True,,False,386000.0,HOUSE,8210,Veldegem,INSTALLED,TO_BE_DONE_UP,,
209,HOUSE,4.0,170.0,False,,,True,,False,395000.0,HOUSE,8210,Veldegem,INSTALLED,,,
210,HOUSE_GROUP,,,False,,,,,,,HOUSE_GROUP,8210,Veldegem,,,,
211,HOUSE,5.0,221.0,True,,True,,,False,355000.0,HOUSE,8710,Wielsbeke,INSTALLED,,,
212,HOUSE,4.0,,False,,True,True,88.0,False,289000.0,HOUSE,2250,Olen,INSTALLED,JUST_RENOVATED,,
213,HOUSE,3.0,186.0,False,,,,,False,370000.0,HOUSE,2220,Heist-op-den-Berg,,TO_RENOVATE,,
214,HOUSE,3.0,,False,,,True,,False,344925.0,HOUSE,8430,Middelkerke,,AS_NEW,,
215,HOUSE,3.0,,False,,,,,False,316310.0,HOUSE,8890,Moorslede,,,,
216,HOUSE,4.0,,False,,True,,,False,278000.0,HOUSE,8800,Roeselare,USA_HYPER_EQUIPPED,,,
217,HOUSE,4.0,,False,,True,,,False,349000.0,HOUSE,8840,Staden,,AS_NEW,,
